Rank,EntryId,EntryName,TimeRemaining,Points,Lineup,,Player,Roster Position,%Drafted,FPTS
104,1586182921,ab13,0,410.7,P Gael Monfils P Bianca Vanessa Andreescu P Elise Mertens P Diego Sebastian Schwartzman P Julia Goerges P Belinda Bencic,,,,,
104,1586184896,Vincanity15 (1/2),0,410.7,P Gael Monfils P Bianca Vanessa Andreescu P Elise Mertens P Diego Sebastian Schwartzman P Julia Goerges P Belinda Bencic,,,,,
104,1586184989,skim1211 (1/2),0,410.7,P Gael Monfils P Bianca Vanessa Andreescu P Elise Mertens P Diego Sebastian Schwartzman P Julia Goerges P Belinda Bencic,,,,,
104,1586192181,bric75 (31/94),0,410.7,P Gael Monfils P Bianca Vanessa Andreescu P Elise Mertens P Diego Sebastian Schwartzman P Julia Goerges P Belinda Bencic,,,,,
104,1586192398,MashieNiblick (1/2),0,410.7,P Gael Monfils P Bianca Vanessa Andreescu P Elise Mertens P Diego Sebastian Schwartzman P Julia Goerges P Belinda Bencic,,,,,
104,1586195626,tjd30 (9/15),0,410.7,P Gael Monfils P Bianca Vanessa Andreescu P Elise Mertens P Diego Sebastian Schwartzman P Julia Goerges P Belinda Bencic,,,,,
104,1586195692,gje627 (2/4),0,410.7,P Gael Monfils P Bianca Vanessa Andreescu P Elise Mertens P Diego Sebastian Schwartzman P Julia Goerges P Belinda Bencic,,,,,
104,1586201563,Pirates2012,0,410.7,P Gael Monfils P Bianca Vanessa Andreescu P Elise Mertens P Diego Sebastian Schwartzman P Julia Goerges P Belinda Bencic,,,,,
104,1586202979,pakem,0,410.7,P Gael Monfils P Bianca Vanessa Andreescu P Elise Mertens P Diego Sebastian Schwartzman P Julia Goerges P Belinda Bencic,,,,,
104,1586204592,wardy867 (4/4),0,410.7,P Gael Monfils P Bianca Vanessa Andreescu P Elise Mertens P Diego Sebastian Schwartzman P Julia Goerges P Belinda Bencic,,,,,
163,1586057007,treat3b,0,409.85,P Rafael Nadal P Gael Monfils P Diego Sebastian Schwartzman P Julia Goerges P Matteo Berrettini P Belinda Bencic,,,,,
163,1586110071,dictator_teddy (79/94),0,409.85,P Rafael Nadal P Gael Monfils P Diego Sebastian Schwartzman P Julia Goerges P Matteo Berrettini P Belinda Bencic,,,,,
163,1586125549,msg365 (39/94),0,409.85,P Rafael Nadal P Gael Monfils P Diego Sebastian Schwartzman P Julia Goerges P Matteo Berrettini P Belinda Bencic,,,,,
163,1586143851,pipolechap (5/5),0,409.85,P Rafael Nadal P Gael Monfils P Diego Sebastian Schwartzman P Julia Goerges P Matteo Berrettini P Belinda Bencic,,,,,
163,1586155609,jmg2105,0,409.85,P Rafael Nadal P Gael Monfils P Diego Sebastian Schwartzman P Julia Goerges P Matteo Berrettini P Belinda Bencic,,,,,
168,1585972319,OGI1971 (2/2),0,409.65,P Rafael Nadal P Bianca Vanessa Andreescu P Donna Vekic P Diego Sebastian Schwartzman P Matteo Berrettini P Belinda Bencic,,,,,
168,1585998100,kwast1337 (4/7),0,409.65,P Rafael Nadal P Bianca Vanessa Andreescu P Donna Vekic P Diego Sebastian Schwartzman P Matteo Berrettini P Belinda Bencic,,,,,
168,1586080151,pianoclub (67/94),0,409.65,P Rafael Nadal P Bianca Vanessa Andreescu P Donna Vekic P Diego Sebastian Schwartzman P Matteo Berrettini P Belinda Bencic,,,,,
168,1586084494,Ramboh (92/94),0,409.65,P Rafael Nadal P Bianca Vanessa Andreescu P Donna Vekic P Diego Sebastian Schwartzman P Matteo Berrettini P Belinda Bencic,,,,,
168,1586110010,dictator_teddy (18/94),0,409.65,P Rafael Nadal P Bianca Vanessa Andreescu P Donna Vekic P Diego Sebastian Schwartzman P Matteo Berrettini P Belinda Bencic,,,,,
168,1586125514,msg365 (4/94),0,409.65,P Rafael Nadal P Bianca Vanessa Andreescu P Donna Vekic P Diego Sebastian Schwartzman P Matteo Berrettini P Belinda Bencic,,,,,
168,1586198921,puffwun (2/5),0,409.65,P Rafael Nadal P Bianca Vanessa Andreescu P Donna Vekic P Diego Sebastian Schwartzman P Matteo Berrettini P Belinda Bencic,,,,,
175,1586110873,abrian1,0,407.8,P Rafael Nadal P Gael Monfils P Donna Vekic P Diego Sebastian Schwartzman P Julia Goerges P Matteo Berrettini,,,,,
176,1585892294,Marco57,0,405.3,P Gael Monfils P Bianca Vanessa Andreescu P Diego Sebastian Schwartzman P Julia Goerges P Matteo Berrettini P Belinda Bencic,,,,,
176,1586077633,Tedyred,0,405.3,P Gael Monfils P Bianca Vanessa Andreescu P Diego Sebastian Schwartzman P Julia Goerges P Matteo Berrettini P Belinda Bencic,,,,,
176,1586085948,getgoing555,0,405.3,P Gael Monfils P Bianca Vanessa Andreescu P Diego Sebastian Schwartzman P Julia Goerges P Matteo Berrettini P Belinda Bencic,,,,,
176,1586110070,dictator_teddy (78/94),0,405.3,P Gael Monfils P Bianca Vanessa Andreescu P Diego Sebastian Schwartzman P Julia Goerges P Matteo Berrettini P Belinda Bencic,,,,,
180,1586129854,dominicaninja (14/41),0,405.1,P Gael Monfils P Bianca Vanessa Andreescu P Elise Mertens P Diego Sebastian Schwartzman P Matteo Berrettini P Marin Cilic,,,,,
181,1586015597,pranavnanduri,0,402.2,P Rafael Nadal P Gael Monfils P Elise Mertens P Diego Sebastian Schwartzman P Belinda Bencic P Taylor Townsend,,,,,
181,1586072014,Wagboys (7/7),0,402.2,P Rafael Nadal P Gael Monfils P Elise Mertens P Diego Sebastian Schwartzman P Belinda Bencic P Taylor Townsend,,,,,
181,1586073604,Skipbidder (79/94),0,402.2,P Rafael Nadal P Gael Monfils P Elise Mertens P Diego Sebastian Schwartzman P Belinda Bencic P Taylor Townsend,,,,,
181,1586084365,Ramboh (78/94),0,402.2,P Rafael Nadal P Gael Monfils P Elise Mertens P Diego Sebastian Schwartzman P Belinda Bencic P Taylor Townsend,,,,,
181,1586140476,88goFlames88,0,402.2,P Rafael Nadal P Gael Monfils P Elise Mertens P Diego Sebastian Schwartzman P Belinda Bencic P Taylor Townsend,,,,,
181,1586192201,bric75 (51/94),0,402.2,P Rafael Nadal P Gael Monfils P Elise Mertens P Diego Sebastian Schwartzman P Belinda Bencic P Taylor Townsend,,,,,
187,1586080170,pianoclub (86/94),0,401.35,P Gael Monfils P Bianca Vanessa Andreescu P Elise Mertens P Matteo Berrettini P Belinda Bencic P Marin Cilic,,,,,
187,1586211244,dshocker42 (21/21),0,401.35,P Gael Monfils P Bianca Vanessa Andreescu P Elise Mertens P Matteo Berrettini P Belinda Bencic P Marin Cilic,,,,,
189,1586125586,msg365 (76/94),0,400.4,P Rafael Nadal P Elise Mertens P Diego Sebastian Schwartzman P Julia Goerges P Matteo Berrettini P Belinda Bencic,,,,,
190,1586080118,pianoclub (34/94),0,399.3,P Gael Monfils P Bianca Vanessa Andreescu P Elise Mertens P Donna Vekic P Matteo Berrettini P Marin Cilic,,,,,
190,1586084350,Ramboh (73/94),0,399.3,P Gael Monfils P Bianca Vanessa Andreescu P Elise Mertens P Donna Vekic P Matteo Berrettini P Marin Cilic,,,,,
192,1586107740,MoneyX8X,0,397.65,P Gael Monfils P Bianca Vanessa Andreescu P Elise Mertens P Diego Sebastian Schwartzman P Belinda Bencic P Taylor Townsend,,,,,
193,1586085394,jayrendall,0,397.55,P Rafael Nadal P Gael Monfils P Bianca Vanessa Andreescu P Diego Sebastian Schwartzman P Matteo Berrettini P Taylor Townsend,,,,,
194,1585973450,rroyfootball07,0,397.4,P Rafael Nadal P Bianca Vanessa Andreescu P Elise Mertens P Julia Goerges P Matteo Berrettini P Belinda Bencic,,,,,
194,1586022091,RetroFury (12/14),0,397.4,P Rafael Nadal P Bianca Vanessa Andreescu P Elise Mertens P Julia Goerges P Matteo Berrettini P Belinda Bencic,,,,,
194,1586041519,JayWilly83,0,397.4,P Rafael Nadal P Bianca Vanessa Andreescu P Elise Mertens P Julia Goerges P Matteo Berrettini P Belinda Bencic,,,,,
194,1586049216,gvn2fly,0,397.4,P Rafael Nadal P Bianca Vanessa Andreescu P Elise Mertens P Julia Goerges P Matteo Berrettini P Belinda Bencic,,,,,
194,1586058946,BenT05 (1/2),0,397.4,P Rafael Nadal P Bianca Vanessa Andreescu P Elise Mertens P Julia Goerges P Matteo Berrettini P Belinda Bencic,,,,,
194,1586066205,tucknasty2111,0,397.4,P Rafael Nadal P Bianca Vanessa Andreescu P Elise Mertens P Julia Goerges P Matteo Berrettini P Belinda Bencic,,,,,
194,1586067410,yayo1986 (2/16),0,397.4,P Rafael Nadal P Bianca Vanessa Andreescu P Elise Mertens P Julia Goerges P Matteo Berrettini P Belinda Bencic,,,,,
194,1586073541,Skipbidder (16/94),0,397.4,P Rafael Nadal P Bianca Vanessa Andreescu P Elise Mertens P Julia Goerges P Matteo Berrettini P Belinda Bencic,,,,,
194,1586080089,pianoclub (5/94),0,397.4,P Rafael Nadal P Bianca Vanessa Andreescu P Elise Mertens P Julia Goerges P Matteo Berrettini P Belinda Bencic,,,,,
194,1586086924,Cannn (32/47),0,397.4,P Rafael Nadal P Bianca Vanessa Andreescu P Elise Mertens P Julia Goerges P Matteo Berrettini P Belinda Bencic,,,,,
194,1586100420,ejwarm,0,397.4,P Rafael Nadal P Bianca Vanessa Andreescu P Elise Mertens P Julia Goerges P Matteo Berrettini P Belinda Bencic,,,,,
194,1586110000,dictator_teddy (8/94),0,397.4,P Rafael Nadal P Bianca Vanessa Andreescu P Elise Mertens P Julia Goerges P Matteo Berrettini P Belinda Bencic,,,,,
194,1586121567,nectarcollector309,0,397.4,P Rafael Nadal P Bianca Vanessa Andreescu P Elise Mertens P Julia Goerges P Matteo Berrettini P Belinda Bencic,,,,,
194,1586121860,Vagle270,0,397.4,P Rafael Nadal P Bianca Vanessa Andreescu P Elise Mertens P Julia Goerges P Matteo Berrettini P Belinda Bencic,,,,,
194,1586125536,msg365 (26/94),0,397.4,P Rafael Nadal P Bianca Vanessa Andreescu P Elise Mertens P Julia Goerges P Matteo Berrettini P Belinda Bencic,,,,,
194,1586176199,adam2510,0,397.4,P Rafael Nadal P Bianca Vanessa Andreescu P Elise Mertens P Julia Goerges P Matteo Berrettini P Belinda Bencic,,,,,
194,1586192159,bric75 (9/94),0,397.4,P Rafael Nadal P Bianca Vanessa Andreescu P Elise Mertens P Julia Goerges P Matteo Berrettini P Belinda Bencic,,,,,
194,1586199493,FkCoolers,0,397.4,P Rafael Nadal P Bianca Vanessa Andreescu P Elise Mertens P Julia Goerges P Matteo Berrettini P Belinda Bencic,,,,,
194,1586203542,wardy867 (2/4),0,397.4,P Rafael Nadal P Bianca Vanessa Andreescu P Elise Mertens P Julia Goerges P Matteo Berrettini P Belinda Bencic,,,,,
194,1586210950,aznkillerz (12/12),0,397.4,P Rafael Nadal P Bianca Vanessa Andreescu P Elise Mertens P Julia Goerges P Matteo Berrettini P Belinda Bencic,,,,,
214,1585878480,calamais (3/8),0,397.1,P Gael Monfils P Bianca Vanessa Andreescu P Elise Mertens P Alexander Zverev P Matteo Berrettini P Belinda Bencic,,,,,
214,1585903570,flashflash (2/5),0,397.1,P Gael Monfils P Bianca Vanessa Andreescu P Elise Mertens P Alexander Zverev P Matteo Berrettini P Belinda Bencic,,,,,
214,1585957954,tbrowne70,0,397.1,P Gael Monfils P Bianca Vanessa Andreescu P Elise Mertens P Alexander Zverev P Matteo Berrettini P Belinda Bencic,,,,,
214,1586009055,grownupmoviestar (1/2),0,397.1,P Gael Monfils P Bianca Vanessa Andreescu P Elise Mertens P Alexander Zverev P Matteo Berrettini P Belinda Bencic,,,,,
214,1586009091,grownupmoviestar (2/2),0,397.1,P Gael Monfils P Bianca Vanessa Andreescu P Elise Mertens P Alexander Zverev P Matteo Berrettini P Belinda Bencic,,,,,
214,1586048115,gtammaro,0,397.1,P Gael Monfils P Bianca Vanessa Andreescu P Elise Mertens P Alexander Zverev P Matteo Berrettini P Belinda Bencic,,,,,
214,1586050597,rogersy,0,397.1,P Gael Monfils P Bianca Vanessa Andreescu P Elise Mertens P Alexander Zverev P Matteo Berrettini P Belinda Bencic,,,,,
214,1586068595,timurwin (10/12),0,397.1,P Gael Monfils P Bianca Vanessa Andreescu P Elise Mertens P Alexander Zverev P Matteo Berrettini P Belinda Bencic,,,,,
214,1586073529,Skipbidder (4/94),0,397.1,P Gael Monfils P Bianca Vanessa Andreescu P Elise Mertens P Alexander Zverev P Matteo Berrettini P Belinda Bencic,,,,,
214,1586079263,Fantasy.Soto (19/22),0,397.1,P Gael Monfils P Bianca Vanessa Andreescu P Elise Mertens P Alexander Zverev P Matteo Berrettini P Belinda Bencic,,,,,
214,1586079509,Cannn (1/47),0,397.1,P Gael Monfils P Bianca Vanessa Andreescu P Elise Mertens P Alexander Zverev P Matteo Berrettini P Belinda Bencic,,,,,
214,1586080085,pianoclub (1/94),0,397.1,P Gael Monfils P Bianca Vanessa Andreescu P Elise Mertens P Alexander Zverev P Matteo Berrettini P Belinda Bencic,,,,,
214,1586084459,Ramboh (88/94),0,397.1,P Gael Monfils P Bianca Vanessa Andreescu P Elise Mertens P Alexander Zverev P Matteo Berrettini P Belinda Bencic,,,,,
214,1586085802,pachicr,0,397.1,P Gael Monfils P Bianca Vanessa Andreescu P Elise Mertens P Alexander Zverev P Matteo Berrettini P Belinda Bencic,,,,,
214,1586088964,Blacash,0,397.1,P Gael Monfils P Bianca Vanessa Andreescu P Elise Mertens P Alexander Zverev P Matteo Berrettini P Belinda Bencic,,,,,
214,1586091965,Jbarton324,0,397.1,P Gael Monfils P Bianca Vanessa Andreescu P Elise Mertens P Alexander Zverev P Matteo Berrettini P Belinda Bencic,,,,,
214,1586098382,MikeMertig,0,397.1,P Gael Monfils P Bianca Vanessa Andreescu P Elise Mertens P Alexander Zverev P Matteo Berrettini P Belinda Bencic,,,,,
214,1586107187,wsdan75 (2/2),0,397.1,P Gael Monfils P Bianca Vanessa Andreescu P Elise Mertens P Alexander Zverev P Matteo Berrettini P Belinda Bencic,,,,,
214,1586110015,dictator_teddy (23/94),0,397.1,P Gael Monfils P Bianca Vanessa Andreescu P Elise Mertens P Alexander Zverev P Matteo Berrettini P Belinda Bencic,,,,,
214,1586110943,dc.will (6/9),0,397.1,P Gael Monfils P Bianca Vanessa Andreescu P Elise Mertens P Alexander Zverev P Matteo Berrettini P Belinda Bencic,,,,,
214,1586118258,dkw793 (10/30),0,397.1,P Gael Monfils P Bianca Vanessa Andreescu P Elise Mertens P Alexander Zverev P Matteo Berrettini P Belinda Bencic,,,,,
214,1586125902,joshma88,0,397.1,P Gael Monfils P Bianca Vanessa Andreescu P Elise Mertens P Alexander Zverev P Matteo Berrettini P Belinda Bencic,,,,,
214,1586143053,hackall999 (1/2),0,397.1,P Gael Monfils P Bianca Vanessa Andreescu P Elise Mertens P Alexander Zverev P Matteo Berrettini P Belinda Bencic,,,,,
214,1586166569,Slobs65 (1/4),0,397.1,P Gael Monfils P Bianca Vanessa Andreescu P Elise Mertens P Alexander Zverev P Matteo Berrettini P Belinda Bencic,,,,,
214,1586192199,bric75 (49/94),0,397.1,P Gael Monfils P Bianca Vanessa Andreescu P Elise Mertens P Alexander Zverev P Matteo Berrettini P Belinda Bencic,,,,,
214,1586193209,lane,0,397.1,P Gael Monfils P Bianca Vanessa Andreescu P Elise Mertens P Alexander Zverev P Matteo Berrettini P Belinda Bencic,,,,,
214,1586195659,tjd30 (10/15),0,397.1,P Gael Monfils P Bianca Vanessa Andreescu P Elise Mertens P Alexander Zverev P Matteo Berrettini P Belinda Bencic,,,,,
241,1585904629,whunter62,0,396.4,P Rafael Nadal P Gael Monfils P Elise Mertens P Donna Vekic P Belinda Bencic P Taylor Townsend,,,,,
241,1586034935,Sqweatybalz,0,396.4,P Rafael Nadal P Gael Monfils P Elise Mertens P Donna Vekic P Belinda Bencic P Taylor Townsend,,,,,
241,1586073600,Skipbidder (75/94),0,396.4,P Rafael Nadal P Gael Monfils P Elise Mertens P Donna Vekic P Belinda Bencic P Taylor Townsend,,,,,
241,1586074424,JubPapa (11/20),0,396.4,P Rafael Nadal P Gael Monfils P Elise Mertens P Donna Vekic P Belinda Bencic P Taylor Townsend,,,,,
241,1586077483,Ramboh (9/94),0,396.4,P Rafael Nadal P Gael Monfils P Elise Mertens P Donna Vekic P Belinda Bencic P Taylor Townsend,,,,,
241,1586084943,dshocker42 (15/21),0,396.4,P Rafael Nadal P Gael Monfils P Elise Mertens P Donna Vekic P Belinda Bencic P Taylor Townsend,,,,,
241,1586108487,calapoint (3/3),0,396.4,P Rafael Nadal P Gael Monfils P Elise Mertens P Donna Vekic P Belinda Bencic P Taylor Townsend,,,,,
241,1586110086,dictator_teddy (94/94),0,396.4,P Rafael Nadal P Gael Monfils P Elise Mertens P Donna Vekic P Belinda Bencic P Taylor Townsend,,,,,
241,1586130458,JBerg9er (10/10),0,396.4,P Rafael Nadal P Gael Monfils P Elise Mertens P Donna Vekic P Belinda Bencic P Taylor Townsend,,,,,
241,1586157851,trihard8 (23/30),0,396.4,P Rafael Nadal P Gael Monfils P Elise Mertens P Donna Vekic P Belinda Bencic P Taylor Townsend,,,,,
241,1586161604,Flose12 (1/3),0,396.4,P Rafael Nadal P Gael Monfils P Elise Mertens P Donna Vekic P Belinda Bencic P Taylor Townsend,,,,,
241,1586186179,HugeMode (2/6),0,396.4,P Rafael Nadal P Gael Monfils P Elise Mertens P Donna Vekic P Belinda Bencic P Taylor Townsend,,,,,
241,1586189125,tomka1923 (2/3),0,396.4,P Rafael Nadal P Gael Monfils P Elise Mertens P Donna Vekic P Belinda Bencic P Taylor Townsend,,,,,
241,1586191871,egriffith80 (1/17),0,396.4,P Rafael Nadal P Gael Monfils P Elise Mertens P Donna Vekic P Belinda Bencic P Taylor Townsend,,,,,
241,1586192188,bric75 (38/94),0,396.4,P Rafael Nadal P Gael Monfils P Elise Mertens P Donna Vekic P Belinda Bencic P Taylor Townsend,,,,,
241,1586193763,cashtre (2/2),0,396.4,P Rafael Nadal P Gael Monfils P Elise Mertens P Donna Vekic P Belinda Bencic P Taylor Townsend,,,,,
257,1586059076,Gdrennan21 (1/2),0,396.3,P Rafael Nadal P Gael Monfils P Naomi Osaka P Diego Sebastian Schwartzman P Matteo Berrettini P Belinda Bencic,,,,,
257,1586073275,Kenwalk (1/2),0,396.3,P Rafael Nadal P Gael Monfils P Naomi Osaka P Diego Sebastian Schwartzman P Matteo Berrettini P Belinda Bencic,,,,,
259,1586008388,pineda01 (2/2),0,394.75,P Rafael Nadal P Gael Monfils P Donna Vekic P Diego Sebastian Schwartzman P Matteo Berrettini P Taylor Townsend,,,,,
259,1586084252,Ramboh (51/94),0,394.75,P Rafael Nadal P Gael Monfils P Donna Vekic P Diego Sebastian Schwartzman P Matteo Berrettini P Taylor Townsend,,,,,
261,1586053245,willllsy (2/4),0,394.3,P Gael Monfils P Elise Mertens P Donna Vekic P Alexander Zverev P Matteo Berrettini P Belinda Bencic,,,,,
261,1586080107,pianoclub (23/94),0,394.3,P Gael Monfils P Elise Mertens P Donna Vekic P Alexander Zverev P Matteo Berrettini P Belinda Bencic,,,,,
261,1586084247,Ramboh (50/94),0,394.3,P Gael Monfils P Elise Mertens P Donna Vekic P Alexander Zverev P Matteo Berrettini P Belinda Bencic,,,,,
261,1586110058,dictator_teddy (66/94),0,394.3,P Gael Monfils P Elise Mertens P Donna Vekic P Alexander Zverev P Matteo Berrettini P Belinda Bencic,,,,,
265,1586084239,Ramboh (48/94),0,389.65,P Gael Monfils P Bianca Vanessa Andreescu P Elise Mertens P Donna Vekic P Diego Sebastian Schwartzman P Marin Cilic,,,,,
266,1585893431,jimthebutcherman,0,387.1,P Gael Monfils P Elise Mertens P Andrey Rublev P Donna Vekic P Diego Sebastian Schwartzman P Belinda Bencic,,,,,
266,1585915581,Fantasy.Soto (6/22),0,387.1,P Gael Monfils P Elise Mertens P Andrey Rublev P Donna Vekic P Diego Sebastian Schwartzman P Belinda Bencic,,,,,
266,1586018053,viditm (5/10),0,387.1,P Gael Monfils P Elise Mertens P Andrey Rublev P Donna Vekic P Diego Sebastian Schwartzman P Belinda Bencic,,,,,
266,1586018212,tpeh,0,387.1,P Gael Monfils P Elise Mertens P Andrey Rublev P Donna Vekic P Diego Sebastian Schwartzman P Belinda Bencic,,,,,
266,1586042557,TFrench10 (2/2),0,387.1,P Gael Monfils P Elise Mertens P Andrey Rublev P Donna Vekic P Diego Sebastian Schwartzman P Belinda Bencic,,,,,
266,1586068518,volo2006 (1/2),0,387.1,P Gael Monfils P Elise Mertens P Andrey Rublev P Donna Vekic P Diego Sebastian Schwartzman P Belinda Bencic,,,,,
266,1586073608,Skipbidder (83/94),0,387.1,P Gael Monfils P Elise Mertens P Andrey Rublev P Donna Vekic P Diego Sebastian Schwartzman P Belinda Bencic,,,,,
266,1586084354,Ramboh (74/94),0,387.1,P Gael Monfils P Elise Mertens P Andrey Rublev P Donna Vekic P Diego Sebastian Schwartzman P Belinda Bencic,,,,,
266,1586085445,dshocker42 (17/21),0,387.1,P Gael Monfils P Elise Mertens P Andrey Rublev P Donna Vekic P Diego Sebastian Schwartzman P Belinda Bencic,,,,,
266,1586110047,dictator_teddy (55/94),0,387.1,P Gael Monfils P Elise Mertens P Andrey Rublev P Donna Vekic P Diego Sebastian Schwartzman P Belinda Bencic,,,,,
266,1586118274,dkw793 (26/30),0,387.1,P Gael Monfils P Elise Mertens P Andrey Rublev P Donna Vekic P Diego Sebastian Schwartzman P Belinda Bencic,,,,,
266,1586128529,fireman128 (1/2),0,387.1,P Gael Monfils P Elise Mertens P Andrey Rublev P Donna Vekic P Diego Sebastian Schwartzman P Belinda Bencic,,,,,
266,1586133660,texasreddboi96 (1/3),0,387.1,P Gael Monfils P Elise Mertens P Andrey Rublev P Donna Vekic P Diego Sebastian Schwartzman P Belinda Bencic,,,,,
266,1586143769,Clangers (8/10),0,387.1,P Gael Monfils P Elise Mertens P Andrey Rublev P Donna Vekic P Diego Sebastian Schwartzman P Belinda Bencic,,,,,
266,1586147244,Jacinto12,0,387.1,P Gael Monfils P Elise Mertens P Andrey Rublev P Donna Vekic P Diego Sebastian Schwartzman P Belinda Bencic,,,,,
266,1586157834,trihard8 (6/30),0,387.1,P Gael Monfils P Elise Mertens P Andrey Rublev P Donna Vekic P Diego Sebastian Schwartzman P Belinda Bencic,,,,,
266,1586187447,Flose12 (3/3),0,387.1,P Gael Monfils P Elise Mertens P Andrey Rublev P Donna Vekic P Diego Sebastian Schwartzman P Belinda Bencic,,,,,
266,1586192231,bric75 (81/94),0,387.1,P Gael Monfils P Elise Mertens P Andrey Rublev P Donna Vekic P Diego Sebastian Schwartzman P Belinda Bencic,,,,,
266,1586198356,iWorshipGod (2/2),0,387.1,P Gael Monfils P Elise Mertens P Andrey Rublev P Donna Vekic P Diego Sebastian Schwartzman P Belinda Bencic,,,,,
266,1586198477,MDStrength19 (2/2),0,387.1,P Gael Monfils P Elise Mertens P Andrey Rublev P Donna Vekic P Diego Sebastian Schwartzman P Belinda Bencic,,,,,
